name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,car_age,selling_price
Toyota Etios Liva VD,2015,170000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,Toyota,11,387000
Maruti Alto 800 VXI,2014,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,Maruti,12,235000
Tata Sumo SE Plus BSII,2000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,10,Tata,26,95000
Maruti Swift Vdi BSIII,2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,Maruti,16,340000
Mahindra XUV500 W6 2WD,2016,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,10,1000000
Ford Ikon 1.4 TDCi DuraTorq,2009,115000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5,Ford,17,160000
Mahindra Scorpio SLX 4WD LE,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8,Mahindra,18,365000
Skoda Fabia 1.2L Diesel Elegance,2011,265000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5,Skoda,15,300000
Maruti Swift Vdi BSIII,2008,90000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5,Maruti,18,260000
Honda Jazz V CVT,2018,40000,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5,Honda,8,860000
Hyundai Verna 1.6 Xi ABS,2008,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5,Hyundai,18,114999
Maruti Alto LXi,2007,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,19,100000
Volkswagen Vento 1.5 TDI Highline,2014,111000,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,5,Volkswagen,12,565000
Mahindra Xylo E4 BS III,2013,120000,Diesel,Individual,Manual,Second Owner,11.68,2498.0,112.0,7,Mahindra,13,450000
Maruti Baleno Zeta 1.2,2017,15000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,Maruti,9,625000
Maruti Alto 800 VXI,2016,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,Maruti,10,280000
Maruti Alto K10 VXI,2017,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,Maruti,9,330000
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,40000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,11,1300000
Tata Indica V2 GLX BSIII,2008,50000,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,5,Tata,18,65000
Tata Tiago 1.2 Revotron XZ,2018,45000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5,Tata,8,480000
Tata Tiago 1.05 Revotorq XZ,2016,35000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,5,Tata,10,400000
Tata New Safari DICOR 2.2 GX 4x2,2009,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7,Tata,17,500000
Mahindra Xylo E4 ABS BS IV,2012,120000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7,Mahindra,14,320000
Mahindra XUV500 W8 2WD,2014,90000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,Mahindra,12,750000
Mahindra Bolero Power Plus SLE,2017,100000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,Mahindra,9,620000
Maruti Swift Dzire ZDi,2011,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5,Maruti,15,300000
Hyundai Creta 1.6 SX Option Executive,2018,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5,Hyundai,8,1405000
Maruti Alto 800 LX,2017,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,Maruti,9,282000
Maruti Swift Dzire AMT VXI,2017,15000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5,Maruti,9,700000
Ford Figo Aspire 1.5 TDCi Titanium,2017,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,Ford,9,700000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,135000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,Ford,11,600000
Skoda Rapid 1.6 TDI Ambition,2012,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5,Skoda,14,290000
Chevrolet Cruze LTZ AT,2011,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4,Chevrolet,15,430000
Hyundai i20 1.2 Magna Executive,2017,19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,9,575000
Hyundai Creta 1.6 VTVT E Plus,2017,42000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,Hyundai,9,875000
Maruti Wagon R LXI BSIII,2010,77000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,Maruti,16,180000
Maruti Ritz VDi,2012,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5,Maruti,14,229999
Toyota Glanza G CVT,2019,10000,Petrol,Individual,Automatic,First Owner,19.56,1197.0,81.8,5,Toyota,7,800000
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,110000,Petrol,Individual,Manual,Third Owner,16.5,995.0,63.0,5,Chevrolet,17,60000
Maruti SX4 Vxi BSIII,2009,110000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5,Maruti,17,150000
Tata Indigo Grand Dicor,2007,90000,Diesel,Individual,Manual,Third Owner,23.57,1396.0,70.0,5,Tata,19,100000
Hyundai Creta 1.6 Gamma SX Plus,2015,90000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,Hyundai,11,900000
Hyundai i20 1.4 Asta Option,2018,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,8,850000
Chevrolet Beat Diesel LT,2014,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5,Chevrolet,12,220000
Maruti Alto 800 LXI,2014,40000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,Maruti,12,250000
Tata Indica Vista Quadrajet LS,2012,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5,Tata,14,125000
Tata Tiago 1.2 Revotron XT,2017,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,9,400000
Maruti 800 Std,2002,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,Maruti,24,50000
Hyundai Verna VTVT 1.6 SX Option,2018,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5,Hyundai,8,1000000
Honda City i DTEC VX,2014,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5,Honda,12,600000
Hyundai i20 1.2 Asta,2010,60000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,Hyundai,16,250000
Mahindra Bolero SLE,2009,110000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7,Mahindra,17,310000
Maruti Wagon R VXI,2005,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5,Maruti,21,120000
Mahindra Xylo E4 BS III,2014,78000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7,Mahindra,12,390000
Hyundai Santro Sportz BSIV,2019,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,Hyundai,7,458000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,Ford,8,950000
Maruti Swift Dzire VXI 1.2 BS IV,2017,21000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,Maruti,9,650000
Maruti Swift Star VDI,2013,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,Maruti,13,400000
Hyundai Grand i10 AT Asta,2015,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,82.0,5,Hyundai,11,400000
Maruti Alto LX,2006,42500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,20,100000
Hyundai i10 Asta,2012,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,Hyundai,14,350000
Tata Aria Prestige 4x2,2013,80000,Diesel,Individual,Manual,Second Owner,13.7,2197.0,138.1,7,Tata,13,450000
Mahindra Scorpio 2.6 DX,2006,90000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8,Mahindra,20,350000
Volkswagen Polo Diesel Trendline 1.2L,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5,Volkswagen,16,250000
Mahindra Bolero 2011-2019 ZLX,2013,146000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7,Mahindra,13,450000
Maruti 800 AC BSIII,2013,47200,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4,Maruti,13,157000
Mahindra XUV500 W11 Option BSIV,2018,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7,Mahindra,8,1500000
Tata Indica GLS BS IV,2007,100000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5,Tata,19,75000
Chevrolet Tavera B1-10 seats BSII,2010,100000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,10,Chevrolet,16,280000
Tata Sumo CX,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7,Tata,14,250999
Toyota Corolla Altis 1.8 Sport,2010,80000,Petrol,Individual,Manual,Second Owner,12.5,1794.0,132.0,5,Toyota,16,350000
Renault KWID 1.0 RXT Optional,2016,34000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,Renault,10,300000
Renault Duster 85PS Diesel RxS,2017,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5,Renault,9,819999
Tata Indigo TDI,2010,100000,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5,Tata,16,409999
Hyundai Verna 1.6 Xi ABS,2008,52000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5,Hyundai,18,275000
Maruti Ertiga VDI,2013,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,Maruti,13,497000
Hyundai i20 Asta 1.2,2015,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,11,500000
Mahindra Bolero 2011-2019 Camper,2006,120000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7,Mahindra,20,170000
Isuzu MUX 2WD,2019,10000,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,7,Isuzu,7,2700000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,Ford,7,975000
Ford Aspire Trend Plus,2018,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5,Ford,8,620000
Honda City i-VTEC CVT ZX,2019,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5,Honda,7,1227000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,Ford,8,950000
MG Hector Smart DCT,2019,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5,MG,7,1700000
Maruti Ertiga VDI,2014,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,Maruti,12,545000
Maruti Swift VDI,2011,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,Maruti,15,400000
Maruti Baleno Sigma 1.3,2015,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,Maruti,11,562000
Tata Sumo SE,2002,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7,Tata,24,96000
Mitsubishi Lancer 2.0 LXd,1999,100000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5,Mitsubishi,27,155000
Maruti Swift VDI BSIV,2009,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5,Maruti,17,210000
Ford Fiesta 1.5 TDCi Titanium,2015,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5,Ford,11,590000
Hyundai Xcent 1.1 CRDi S,2016,120000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5,Hyundai,10,350000
Maruti Ignis 1.2 Zeta BSIV,2017,30000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5,Maruti,9,484999
Tata Indica Vista TDI LS,2015,110000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5,Tata,11,240000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,219000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8,Toyota,18,500000
Maruti Alto 800 LXI,2017,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,Maruti,9,300000
Maruti Ciaz RS ZDi Plus SHVS,2016,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,Maruti,10,750000
Maruti Swift Dzire VXI,2016,35000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5,Maruti,10,574000
Tata Indica Vista Quadrajet 90 VX,2013,167000,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5,Tata,13,200000
Hyundai Creta 1.6 CRDi SX Option,2016,94000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,10,1100000
Hyundai Santro Xing GL Plus,2012,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5,Hyundai,14,350000
Maruti 800 DX,1998,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,28,70000
Ford Ikon 1.3 Flair,2005,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5,Ford,21,120000
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,246000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7,Toyota,14,700000
Maruti Baleno Sigma 1.2,2019,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,Maruti,7,500000
Tata Indigo CS LS (TDI) BS-III,2016,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5,Tata,10,370000
Tata Tigor 2017-2020 XZ Plus,2019,5200,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5,Tata,7,600000
Maruti Zen LX - BS III,2006,120000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5,Maruti,20,100000
Maruti Swift VDI,2013,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,Maruti,13,409999
Honda City i VTEC CVT SV,2016,50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5,Honda,10,750000
Hyundai Grand i10 1.2 Kappa Asta,2017,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,Hyundai,9,600000
Mahindra KUV 100 G80 K8 Dual Tone,2018,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6,Mahindra,8,550000
Renault Duster 110PS Diesel RxZ,2018,26000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5,Renault,8,950000
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,139000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8,Mahindra,12,645000
Mahindra XUV500 W8 2WD,2014,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,Mahindra,12,750000
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006,40000,Petrol,Individual,Manual,First Owner,11.7,1796.0,178.0,5,Mercedes-Benz,20,650000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5,Ford,11,800000
Toyota Corolla Altis 1.8 J,2010,60000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,5,Toyota,16,350000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5,Ford,11,700000
Maruti Swift Dzire ZXi,2011,15000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5,Maruti,15,335000
Maruti Swift Dzire LDi,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,Maruti,14,270000
Hyundai Santro GLS I - Euro II,2001,70000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,25,52000
Maruti Swift Dzire ZDi,2010,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,Maruti,16,320000
Hyundai Santro Xing XS,2007,120000,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5,Hyundai,19,120000
Audi A4 1.8 TFSI,2010,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781.0,163.2,5,Audi,16,730000
Maruti SX4 Vxi BSIII,2007,120000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5,Maruti,19,125000
Maruti Zen Estilo 1.1 LXI BSIII,2007,35000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5,Maruti,19,150000
Maruti Alto 800 LXI,2018,13000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,Maruti,8,310000
Maruti Swift Dzire VDI,2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,11,625000
Hyundai i10 Magna,2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,Hyundai,14,267000
Hyundai i20 Active 1.2 SX Dual Tone,2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,Hyundai,10,600000
Maruti Eeco 7 Seater Standard BSIV,2011,110000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7,Maruti,15,180000
Toyota Glanza G Smart Hybrid,2019,5000,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5,Toyota,7,700000
Maruti 800 AC,2013,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,13,121000
Hyundai Grand i10 Asta,2014,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5,Hyundai,12,350000
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,225000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8,Toyota,14,869999
Maruti Wagon R LX BSIII,2008,100000,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5,Maruti,18,80000
Hyundai i10 Era 1.1,2008,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,Hyundai,18,120000
Mahindra Scorpio M2DI,2012,120000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,5,Mahindra,14,370000
Nissan Terrano XL 110 PS,2015,70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5,Nissan,11,750000
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9,Mahindra,11,484999
Hyundai Accent CRDi,2006,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5,Hyundai,20,120000
Toyota Fortuner 2.8 4WD AT BSIV,2016,90000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7,Toyota,10,3100000
Hyundai Santro LE,2002,184000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,24,35000
Maruti Swift Dzire AMT ZXI Plus,2019,6500,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5,Maruti,7,750000
Maruti Gypsy King ST BSIII,2010,80000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8,Maruti,16,350000
Mahindra Scorpio VLS 2.2 mHawk,2008,100000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7,Mahindra,18,400000
Toyota Etios VD,2015,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5,Toyota,11,570000
Hyundai EON Era Plus,2012,120000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,14,180000
Opel Astra 1.6,1998,110000,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,5,Opel,28,68000
Skoda Octavia Classic 1.9 TDI MT,2006,150000,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5,Skoda,20,280000
Tata Indigo LS,2005,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5,Tata,21,90000
Mercedes-Benz M-Class ML 250 CDI,2015,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,5,Mercedes-Benz,11,2600000
Tata Sumo Gold EX,2018,63000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7,Tata,8,700000
Mercedes-Benz GLA Class 200 CDI,2016,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5,Mercedes-Benz,10,1850000
Ford Ecosport 1.5 DV5 MT Titanium,2015,109000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5,Ford,11,685000
Maruti Swift VDI Windsong Limited edition,2015,114000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5,Maruti,11,565000
Skoda Octavia Elegance 1.8 TSI AT,2017,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,5,Skoda,9,1600000
Hyundai Grand i10 CRDi Asta Option,2014,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5,Hyundai,12,395000
Hyundai i20 Sportz 1.4 CRDi,2013,101000,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5,Hyundai,13,425000
Volkswagen Vento 1.5 TDI Highline BSIV,2019,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,5,Volkswagen,7,1350000
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,5,Hyundai,10,1950000
Renault KWID AMT RXL,2018,31000,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5,Renault,8,535000
Renault KWID 1.0 RXT Optional,2018,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5,Renault,8,500000
Maruti Wagon R VXI Opt 1.2,2016,55000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5,Maruti,10,434999
Tata Nano XTA,2018,55000,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,4,Tata,8,250000
Hyundai Verna 1.6 SX,2014,117000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5,Hyundai,12,700000
BMW 3 Series 320d Luxury Line,2010,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,5,BMW,16,1100000
Volkswagen Passat 2.0 TDI AT Highline,2012,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,5,Volkswagen,14,900000
Maruti Wagon R VXI 1.2,2015,75000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5,Maruti,11,425000
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,5,Mercedes-Benz,15,1600000
Ford Figo Titanium Diesel,2013,158000,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5,Ford,13,325000
Tata Nexon 1.5 Revotorq XZA Plus,2019,10000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5,Tata,7,1140000
Tata Hexa XE,2017,53000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7,Tata,9,980000
Jeep Compass 2.0 Limited Option 4X4,2017,20000,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,5,Jeep,9,1920000
Volkswagen Polo 1.0 TSI Highline Plus,2020,5000,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5,Volkswagen,6,808000
Maruti Swift Dzire VXI,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,Maruti,12,550000
Maruti Alto LXi,2010,64000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,16,215000
Ford Figo 1.2P Titanium Opt MT,2016,10500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,Ford,10,512000
Maruti Alto LXi,2011,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,15,215000
Skoda Rapid 1.6 TDI Elegance,2012,60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5,Skoda,14,500000
Skoda Rapid 1.5 TDI Elegance Black Package,2015,35000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5,Skoda,11,700000
Tata Safari DICOR 2.2 LX 4x2,2012,135000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,Tata,14,525000
Mahindra Scorpio LX BSIV,2011,70000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9,Mahindra,15,550000
Maruti Vitara Brezza ZDi,2016,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,Maruti,10,750000
Maruti Celerio X VXI Option BSIV,2017,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5,Maruti,9,395000
Hyundai i20 2015-2017 Sportz 1.2,2017,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,9,675000
Hyundai Santro Xing GLS,2008,80000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5,Hyundai,18,140000
Mahindra Scorpio VLX 2WD BSIV,2011,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8,Mahindra,15,430000
Toyota Etios V,2011,167000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Toyota,15,270000
Maruti Wagon R LXI BS IV,2014,10000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,12,300000
Chevrolet Sail Hatchback Diesel,2013,68000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5,Chevrolet,13,355000
Maruti Alto 800 VXI,2015,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,Maruti,11,180000
Tata Indica GLS BS IV,2007,50000,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5,Tata,19,125000
Maruti Swift VDI BSIV,2006,80000,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Maruti,20,150000
Hyundai Santro Xing XL,2006,60898,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Hyundai,20,95000
